Kecamatan,Tahun,Total_Populasi,Total_Warga_Rentan,Total_Bantuan_PIP,Total_Pra_Sekolah,SD,Rasio_Warga_Rentan,Status_Resiko
BUAHBATU,2015,93347,24925.0,4329.0,0.0,14.0,26.701447288075673,Sedang
ARCAMANIK,2016,72590,17881.0,3153.0,0.0,16.0,24.632869541259126,Sedang
ARCAMANIK,2016,71400,17023.0,2997.0,0.0,14.0,23.84173669467787,Rendah
BANDUNG WETAN,2016,29761,6875.0,1196.0,0.0,16.0,23.100702261348747,Rendah
MANDALAJATI,2025,78033,23526.0,1165.0,40.0,14.0,30.148783207104685,Tinggi
COBLONG,2016,113674,31140.0,3528.0,0.0,22.0,27.394127065116038,Tinggi
CIBEUNYING KIDUL,2023,118660,29512.0,3060.0,61.0,16.0,24.87106017191977,Sedang
BUAHBATU,2020,106452,27811.0,2369.0,0.0,13.0,26.125389847067222,Sedang
BANDUNG KIDUL,2016,57788,16608.0,1769.0,0.0,10.0,28.739530698414896,Tinggi
BANDUNG KIDUL,2018,62484,14365.0,1515.0,1.0,10.0,22.98988541066513,Rendah
SUMUR BANDUNG,2022,36674,9533.0,2298.0,14.0,13.0,25.993892130664776,Sedang
MANDALAJATI,2016,67812,18283.0,1763.0,0.0,12.0,26.96130478381407,Sedang
RANCASARI,2023,89491,21380.0,1986.0,42.0,8.0,23.89067057022494,Rendah
BABAKAN CIPARAY,2015,134261,36286.0,3848.0,0.0,17.0,27.026463381026506,Tinggi
CIBEUNYING KIDUL,2020,116885,29618.0,1786.0,0.0,14.0,25.339436197972365,Sedang
CINAMBO,2020,25777,6368.0,546.0,0.0,2.0,24.704193661015633,Sedang
ARCAMANIK,2024,86099,21717.0,1027.0,58.0,22.0,25.223289469099523,Sedang
ARCAMANIK,2025,86255,20421.0,1157.0,63.0,19.0,23.675149266709177,Rendah
RANCASARI,2020,84932,22942.0,945.0,0.0,7.0,27.012197993689067,Tinggi
SUKASARI,2015,74120,18340.0,1764.0,0.0,22.0,24.74365893146249,Sedang
CIBEUNYING KALER,2023,68389,17110.0,1961.0,33.0,10.0,25.01864334907661,Sedang
LENGKONG,2015,66552,17338.0,2428.0,0.0,21.0,26.051809111672075,Sedang
PANYILEUKAN,2017,38947,10938.0,599.0,0.0,8.0,28.08431971653786,Tinggi
SUKAJADI,2025,106263,25672.0,2635.0,40.0,20.0,24.158926437235912,Sedang
BOJONGLOA KIDUL,2015,80583,25285.0,897.0,0.0,14.0,31.377585843167914,Tinggi
KIARACONDONG,2018,133811,33466.0,1321.0,8.0,16.0,25.00990202599188,Sedang
UJUNG BERUNG,2018,85172,22490.0,1840.0,6.0,6.0,26.405391443197296,Sedang
BOJONGLOA KIDUL,2015,78122,22273.0,1033.0,0.0,15.0,28.51053480453649,Tinggi
KIARACONDONG,2015,131679,32557.0,896.0,0.0,15.0,24.724519475390913,Sedang
CIBIRU,2018,71339,21429.0,2522.0,6.0,12.0,30.038267988057022,Tinggi
BANDUNG KIDUL,2015,58972,16420.0,1927.0,0.0,9.0,27.843722444549957,Tinggi
CIDADAP,2025,56291,14582.0,1816.0,27.0,15.0,25.904673926560196,Sedang
ARCAMANIK,2020,79680,19146.0,1932.0,0.0,18.0,24.028614457831328,Sedang
BOJONGLOA KALER,2023,121659,37960.0,2434.0,38.0,12.0,31.201966151291728,Tinggi
SUKAJADI,2020,105500,25680.0,2355.0,0.0,24.0,24.341232227488153,Sedang
REGOL,2015,77143,21963.0,2825.0,0.0,22.0,28.47050283240216,Tinggi
BUAHBATU,2021,106802,26587.0,2497.0,52.0,14.0,24.89372858186176,Sedang
ANDIR,2019,97548,28329.0,3049.0,10.0,24.0,29.0410874646328,Tinggi
CIBEUNYING KALER,2022,72753,16648.0,2473.0,29.0,9.0,22.882905172295303,Rendah
BANDUNG KIDUL,2024,62803,15641.0,817.0,30.0,10.0,24.90486123274366,Sedang
BOJONGLOA KALER,2015,122414,34794.0,1136.0,0.0,10.0,28.423219566389463,Tinggi
ANTAPANI,2018,77647,20624.0,1941.0,0.0,13.0,26.561232243357757,Sedang
BUAHBATU,2017,101193,26145.0,3199.0,0.0,13.0,25.836767365331593,Sedang
BANDUNG KULON,2017,128994,38181.0,567.0,2.0,29.0,29.599051118656682,Tinggi
SUMUR BANDUNG,2018,35358,7808.0,1215.0,1.0,12.0,22.082696985123594,Rendah
SUMUR BANDUNG,2018,33691,8051.0,1167.0,1.0,13.0,23.89658959366003,Rendah
BOJONGLOA KALER,2021,118715,35424.0,1196.0,39.0,11.0,29.839531651434108,Tinggi
BUAHBATU,2022,107083,26668.0,1177.0,43.0,14.0,24.904046393918737,Sedang
BANDUNG KIDUL,2022,62084,14916.0,1764.0,13.0,10.0,24.025513819985825,Sedang
RANCASARI,2024,85084,23388.0,591.0,36.0,10.0,27.48812937802642,Tinggi
BABAKAN CIPARAY,2021,143465,43829.0,3686.0,40.0,17.0,30.550308437598023,Tinggi
REGOL,2018,79023,18880.0,2468.0,4.0,21.0,23.89177834301406,Rendah
ANTAPANI,2025,86383,21765.0,1155.0,47.0,16.0,25.195929754697104,Sedang
UJUNG BERUNG,2017,80056,23018.0,1743.0,0.0,6.0,28.752373338662935,Tinggi
BATUNUNGGAL,2021,118618,29751.0,1993.0,34.0,16.0,25.081353588831373,Sedang
ARCAMANIK,2021,77658,19898.0,2118.0,47.0,17.0,25.622601663704963,Sedang
CICENDO,2023,96408,22651.0,3906.0,47.0,29.0,23.494938179404198,Rendah
BANDUNG KULON,2024,144693,40888.0,3894.0,46.0,25.0,28.25845065068801,Tinggi
UJUNG BERUNG,2022,91424,24752.0,3378.0,47.0,8.0,27.073853692684636,Tinggi
CIDADAP,2022,51973,13392.0,2540.0,28.0,13.0,25.76722529005445,Sedang
BUAHBATU,2020,105527,27135.0,2419.0,0.0,11.0,25.713798364399633,Sedang
CIDADAP,2025,58516,13656.0,1872.0,28.0,14.0,23.337206917766082,Rendah
BUAHBATU,2024,111718,27665.0,650.0,46.0,13.0,24.763243165828246,Sedang
COBLONG,2020,119712,28772.0,2922.0,0.0,20.0,24.034349104517506,Sedang
UJUNG BERUNG,2016,79611,22516.0,1688.0,0.0,5.0,28.282523771840573,Tinggi
BATUNUNGGAL,2015,119945,30778.0,619.0,0.0,14.0,25.66009420984618,Sedang
SUMUR BANDUNG,2021,38418,9115.0,682.0,19.0,14.0,23.72585767088344,Rendah
REGOL,2023,82781,19359.0,2654.0,50.0,20.0,23.385801089622017,Rendah
CICENDO,2018,97255,22454.0,4758.0,5.0,24.0,23.087758984113925,Rendah
COBLONG,2024,118376,26924.0,3350.0,64.0,22.0,22.744475231465838,Rendah
SUKASARI,2023,79250,20384.0,1672.0,38.0,22.0,25.7211356466877,Sedang
BOJONGLOA KIDUL,2018,86087,22929.0,1040.0,2.0,12.0,26.634683517836606,Sedang
CIDADAP,2015,50725,13259.0,415.0,0.0,14.0,26.138984721537707,Sedang
REGOL,2018,77330,21796.0,2619.0,3.0,23.0,28.18569765938187,Tinggi
ANDIR,2025,102877,26047.0,1483.0,40.0,23.0,25.318584328858734,Sedang
GEDEBAGE,2025,42560,11666.0,365.0,34.0,7.0,27.41071428571429,Tinggi
CIBEUNYING KALER,2016,69503,16188.0,1468.0,0.0,10.0,23.291080960534078,Rendah
CICENDO,2022,95988,22886.0,3181.0,29.0,29.0,23.84256365379006,Rendah
SUMUR BANDUNG,2017,34308,6917.0,1240.0,0.0,12.0,20.16147837239128,Rendah
KIARACONDONG,2019,131653,34769.0,1775.0,17.0,15.0,26.409576690238733,Sedang
CIBEUNYING KALER,2022,67951,17877.0,2600.0,33.0,9.0,26.308663595826403,Sedang
CICENDO,2025,95382,23848.0,4142.0,35.0,26.0,25.002621039609153,Sedang
ARCAMANIK,2020,75939,18675.0,1843.0,0.0,17.0,24.592106822581282,Sedang
ASTANAANYAR,2019,73723,18854.0,2540.0,7.0,15.0,25.574108487174968,Sedang
BABAKAN CIPARAY,2022,148352,37988.0,1467.0,39.0,20.0,25.606665228645387,Sedang
CIDADAP,2021,52246,13940.0,1142.0,26.0,14.0,26.68146843777514,Sedang
ARCAMANIK,2022,83491,22021.0,3119.0,45.0,19.0,26.37529793630451,Sedang
ANTAPANI,2020,75596,18691.0,1402.0,0.0,13.0,24.724853166834222,Sedang
KIARACONDONG,2025,138537,36653.0,2624.0,55.0,17.0,26.457191941502995,Sedang
CINAMBO,2023,25736,7812.0,330.0,20.0,1.0,30.354367423064964,Tinggi
CIBEUNYING KIDUL,2018,109712,30521.0,1530.0,4.0,14.0,27.819199358319963,Tinggi
BANDUNG KIDUL,2022,62726,15944.0,1821.0,12.0,9.0,25.41848675190511,Sedang
SUKAJADI,2024,106123,28304.0,3175.0,32.0,22.0,26.670938439358103,Sedang
ANTAPANI,2023,83560,22436.0,1449.0,41.0,15.0,26.850167544279557,Sedang
SUMUR BANDUNG,2015,34331,6235.0,1448.0,0.0,13.0,18.161428446593458,Rendah
ASTANAANYAR,2015,76333,20950.0,3252.0,0.0,15.0,27.445534696658065,Tinggi
BOJONGLOA KIDUL,2020,89426,22188.0,967.0,0.0,12.0,24.811576051707558,Sedang
ASTANAANYAR,2019,70946,19034.0,2464.0,7.0,16.0,26.828855749443235,Sedang
CINAMBO,2025,28021,6926.0,148.0,25.0,3.0,24.717176403411727,Sedang
BOJONGLOA KIDUL,2019,90641,23127.0,1081.0,5.0,14.0,25.514943568583753,Sedang
CINAMBO,2025,26974,6779.0,166.0,21.0,2.0,25.131608215318458,Sedang
BANDUNG WETAN,2016,28182,6726.0,1121.0,0.0,16.0,23.86629763678944,Rendah
MANDALAJATI,2020,69771,21574.0,1151.0,0.0,12.0,30.92115635435926,Tinggi
ARCAMANIK,2020,76224,18389.0,1889.0,0.0,17.0,24.12494752308984,Sedang
GEDEBAGE,2024,45782,10758.0,389.0,29.0,8.0,23.498318116290246,Rendah
BOJONGLOA KIDUL,2016,80842,25105.0,904.0,0.0,13.0,31.05440241458648,Tinggi
SUMUR BANDUNG,2023,39323,10337.0,700.0,17.0,13.0,26.28741449024744,Sedang
CICENDO,2024,100080,22145.0,3539.0,38.0,26.0,22.127298161470822,Rendah
BANDUNG KIDUL,2016,55602,14679.0,1767.0,0.0,9.0,26.4001294917449,Sedang
SUMUR BANDUNG,2015,32055,7071.0,1369.0,0.0,13.0,22.05896116050538,Rendah
KIARACONDONG,2023,128443,36442.0,1702.0,56.0,18.0,28.372118371573386,Tinggi
CIDADAP,2015,52733,13367.0,425.0,0.0,13.0,25.3484535300476,Sedang
CICENDO,2019,91726,24896.0,4173.0,11.0,27.0,27.14170464208621,Tinggi
BANDUNG KIDUL,2016,60522,16223.0,1712.0,0.0,10.0,26.80512871352566,Sedang
BABAKAN CIPARAY,2025,156531,43879.0,3099.0,47.0,19.0,28.032146986858837,Tinggi
COBLONG,2017,112862,31061.0,3335.0,0.0,22.0,27.52122060569545,Tinggi
BANDUNG KIDUL,2018,57621,14201.0,1546.0,0.0,9.0,24.645528539942035,Sedang
CIBEUNYING KIDUL,2024,119592,31648.0,3469.0,59.0,16.0,26.46330858251388,Sedang
CIDADAP,2015,51600,13616.0,416.0,0.0,13.0,26.387596899224807,Sedang
BANDUNG WETAN,2022,29848,6748.0,1106.0,18.0,17.0,22.607879924953096,Rendah
KIARACONDONG,2025,126698,32896.0,2840.0,43.0,16.0,25.96410361647382,Sedang
ANTAPANI,2015,77519,17332.0,2711.0,0.0,11.0,22.358389556108822,Rendah
SUMUR BANDUNG,2022,38899,9016.0,2024.0,13.0,12.0,23.177973726831024,Rendah
COBLONG,2024,115515,28061.0,3371.0,56.0,21.0,24.292083279227803,Sedang
COBLONG,2021,116473,30662.0,2911.0,57.0,23.0,26.325414473740693,Sedang
BANDUNG KULON,2018,135113,38939.0,1064.0,10.0,26.0,28.819580647310026,Tinggi
BUAHBATU,2024,111516,28865.0,635.0,50.0,12.0,25.884178055166974,Sedang
COBLONG,2015,113001,27780.0,3764.0,0.0,20.0,24.58385324023681,Sedang
BOJONGLOA KIDUL,2019,88796,23436.0,1104.0,6.0,15.0,26.393080769404026,Sedang
BANDUNG KULON,2017,126677,40699.0,569.0,1.0,26.0,32.1281684915178,Tinggi
ANDIR,2019,97740,25275.0,2918.0,11.0,24.0,25.85942295887047,Sedang
KIARACONDONG,2018,123197,36469.0,1557.0,8.0,15.0,29.6021818713118,Tinggi
SUKAJADI,2019,98372,24724.0,2445.0,8.0,25.0,25.133167974626925,Sedang
SUKAJADI,2022,107129,27777.0,3464.0,23.0,23.0,25.928553426243127,Sedang
KIARACONDONG,2018,131842,34609.0,1370.0,6.0,16.0,26.250360279728767,Sedang
ASTANAANYAR,2021,76343,20339.0,2432.0,23.0,16.0,26.641604338315233,Sedang
GEDEBAGE,2019,40052,12086.0,904.0,7.0,6.0,30.175771497053834,Tinggi
REGOL,2015,77194,19390.0,3228.0,0.0,21.0,25.11853252843485,Sedang
CIBEUNYING KALER,2020,72529,18137.0,1223.0,0.0,9.0,25.006549104496134,Sedang
BANDUNG KULON,2024,136090,41127.0,4442.0,53.0,28.0,30.220442354324344,Tinggi
BOJONGLOA KALER,2015,122475,31465.0,1240.0,0.0,11.0,25.69095733823229,Sedang
REGOL,2022,83614,19804.0,1574.0,32.0,20.0,23.68502882292439,Rendah
CIBEUNYING KALER,2018,66908,16980.0,1551.0,8.0,9.0,25.37813116518204,Sedang
CIBIRU,2025,80297,22214.0,818.0,45.0,15.0,27.664794450602137,Tinggi
BATUNUNGGAL,2023,123868,32239.0,3182.0,41.0,14.0,26.026899602802985,Sedang
ARCAMANIK,2025,82533,22607.0,1096.0,51.0,20.0,27.391467655362096,Tinggi
ANDIR,2017,100793,25507.0,3477.0,0.0,22.0,25.306320875457622,Sedang
BATUNUNGGAL,2020,119683,30489.0,1811.0,0.0,16.0,25.47479591921994,Sedang
BUAHBATU,2017,96781,27595.0,3570.0,0.0,13.0,28.51282793110218,Tinggi
CINAMBO,2022,26266,7379.0,826.0,13.0,2.0,28.093352623163025,Tinggi
SUKASARI,2019,76908,19060.0,1999.0,10.0,19.0,24.78285744005825,Sedang
ASTANAANYAR,2018,74516,19158.0,3017.0,4.0,14.0,25.709914649202858,Sedang
CIBEUNYING KIDUL,2022,109696,30961.0,4796.0,53.0,15.0,28.224365519253208,Tinggi
BANDUNG KIDUL,2025,65543,15177.0,853.0,23.0,10.0,23.155790854858644,Rendah
ASTANAANYAR,2017,72601,19965.0,2845.0,2.0,17.0,27.499621217338603,Tinggi
CIBIRU,2019,68981,18982.0,2196.0,12.0,14.0,27.51772227135008,Tinggi
PANYILEUKAN,2016,37207,9789.0,544.0,0.0,7.0,26.309565404359397,Sedang
BABAKAN CIPARAY,2024,149311,42950.0,2961.0,43.0,18.0,28.765462691965094,Tinggi
BANDUNG WETAN,2017,28592,6557.0,1236.0,0.0,15.0,22.932988248461108,Rendah
BANDUNG WETAN,2016,28274,6438.0,1155.0,0.0,16.0,22.770036075546436,Rendah
KIARACONDONG,2023,133518,37106.0,1731.0,53.0,17.0,27.791009451909105,Tinggi
BANDUNG WETAN,2021,28330,7101.0,905.0,19.0,16.0,25.06530180021179,Sedang
BANDUNG WETAN,2022,30119,6526.0,1149.0,20.0,15.0,21.66738603539294,Rendah
CIDADAP,2016,52481,14462.0,615.0,0.0,16.0,27.556639545740364,Tinggi
CINAMBO,2022,26595,6746.0,903.0,13.0,2.0,25.365670238766686,Sedang
UJUNG BERUNG,2015,77337,23720.0,1597.0,0.0,5.0,30.670959566572275,Tinggi
CIBEUNYING KIDUL,2022,108131,28344.0,4036.0,48.0,15.0,26.212649471474414,Sedang
ASTANAANYAR,2015,71199,19879.0,3194.0,0.0,16.0,27.920335959774718,Tinggi
SUMUR BANDUNG,2024,39506,10192.0,454.0,17.0,15.0,25.798612868931304,Sedang
BANDUNG WETAN,2016,29383,6760.0,1222.0,0.0,16.0,23.006500357349488,Rendah
CIBEUNYING KIDUL,2021,112319,28129.0,1942.0,50.0,17.0,25.04384832486044,Sedang
KIARACONDONG,2017,133321,33938.0,1329.0,0.0,15.0,25.455854666556654,Sedang
GEDEBAGE,2021,39284,11261.0,585.0,28.0,7.0,28.665614499541796,Tinggi
ANTAPANI,2019,77252,19403.0,2088.0,7.0,14.0,25.116501838140117,Sedang
ARCAMANIK,2019,75223,17703.0,2412.0,13.0,18.0,23.534025497520705,Rendah
RANCASARI,2016,83235,21348.0,1734.0,0.0,6.0,25.6478644800865,Sedang
ANDIR,2023,96006,26022.0,3088.0,35.0,26.0,27.10455596525217,Tinggi
LENGKONG,2023,71128,17473.0,1855.0,45.0,23.0,24.565571926667417,Sedang
LENGKONG,2020,71580,15854.0,1644.0,0.0,23.0,22.148644872869518,Rendah
PANYILEUKAN,2024,39831,11467.0,557.0,26.0,9.0,28.789134091536745,Tinggi
REGOL,2023,82544,20085.0,2576.0,44.0,21.0,24.33247722426827,Sedang
ANDIR,2015,99705,25570.0,3847.0,0.0,26.0,25.645654681309864,Sedang
BOJONGLOA KALER,2021,130272,32971.0,1208.0,32.0,10.0,25.309352738884794,Sedang
UJUNG BERUNG,2024,96482,27490.0,1853.0,60.0,10.0,28.492361269459586,Tinggi
BOJONGLOA KIDUL,2018,85024,24388.0,1087.0,2.0,13.0,28.683665788483253,Tinggi
ANDIR,2024,103052,26557.0,1407.0,38.0,23.0,25.770484803788378,Sedang
BANDUNG WETAN,2024,29657,6243.0,519.0,26.0,16.0,21.050679434872038,Rendah
ARCAMANIK,2015,69080,17982.0,3203.0,0.0,16.0,26.03068905616676,Sedang
CIDADAP,2025,54423,14035.0,1812.0,25.0,15.0,25.788729030005697,Sedang
CIBEUNYING KALER,2024,68862,17737.0,1359.0,40.0,9.0,25.757311724899072,Sedang
BOJONGLOA KIDUL,2022,91941,26949.0,600.0,27.0,13.0,29.311188697099226,Tinggi
GEDEBAGE,2017,37429,12184.0,1095.0,0.0,6.0,32.55229901947688,Tinggi
KIARACONDONG,2024,133585,34454.0,2894.0,53.0,18.0,25.791817943631397,Sedang
BATUNUNGGAL,2024,125820,27992.0,2517.0,45.0,16.0,22.24765538070259,Rendah
BUAHBATU,2020,103908,25462.0,2160.0,0.0,12.0,24.504369249720906,Sedang
REGOL,2015,77156,19990.0,2979.0,0.0,22.0,25.908548913888747,Sedang
BUAHBATU,2022,102544,27562.0,1316.0,40.0,12.0,26.878218130753627,Sedang
LENGKONG,2019,68168,15631.0,2133.0,9.0,19.0,22.93011383640418,Rendah
PANYILEUKAN,2023,40842,10934.0,1038.0,25.0,8.0,26.771460751187504,Sedang
RANCASARI,2016,77169,21451.0,1529.0,0.0,7.0,27.79743161113919,Tinggi
REGOL,2018,81560,21549.0,2618.0,3.0,21.0,26.421039725355566,Sedang
BANDUNG KIDUL,2018,61580,14893.0,1496.0,1.0,10.0,24.18480025982462,Sedang
KIARACONDONG,2018,133384,33593.0,1505.0,8.0,17.0,25.185179631739942,Sedang
CIBEUNYING KALER,2020,66523,16429.0,1229.0,0.0,10.0,24.69672143469176,Sedang
BANDUNG WETAN,2022,28252,6684.0,1033.0,18.0,17.0,23.658502052952006,Rendah
ARCAMANIK,2024,83459,21731.0,1130.0,59.0,23.0,26.03793479433015,Sedang
RANCASARI,2023,85300,21780.0,2184.0,40.0,8.0,25.53341148886284,Sedang
LENGKONG,2015,67704,15254.0,2845.0,0.0,22.0,22.530426562684628,Rendah
CICENDO,2024,101559,21719.0,3816.0,43.0,29.0,21.385598519087427,Rendah
BANDUNG WETAN,2019,30057,6835.0,1183.0,4.0,17.0,22.740127091858803,Rendah
SUKASARI,2021,74895,18908.0,1656.0,36.0,20.0,25.246011082181717,Sedang
RANCASARI,2022,86102,23772.0,1661.0,35.0,8.0,27.60911477085317,Tinggi
REGOL,2022,81779,20582.0,1424.0,30.0,20.0,25.16783037210042,Sedang
BABAKAN CIPARAY,2022,149706,43039.0,1589.0,47.0,18.0,28.74901473554834,Tinggi
BANDUNG KULON,2016,125610,41229.0,64.0,0.0,23.0,32.82302364461428,Tinggi
BUAHBATU,2020,97460,24785.0,2216.0,0.0,13.0,25.430946029140163,Sedang
SUMUR BANDUNG,2022,39956,10012.0,2314.0,12.0,15.0,25.057563319651617,Sedang
CIBEUNYING KIDUL,2020,118143,29803.0,1885.0,0.0,16.0,25.22620891631328,Sedang
BOJONGLOA KIDUL,2018,83368,23158.0,964.0,2.0,12.0,27.77804433355724,Tinggi
LENGKONG,2017,73108,15988.0,2465.0,0.0,24.0,21.869015702795863,Rendah
ARCAMANIK,2025,82480,22102.0,1157.0,63.0,21.0,26.79679922405432,Sedang
BOJONGLOA KALER,2025,128707,35605.0,1061.0,34.0,13.0,27.663608039966746,Tinggi
SUMUR BANDUNG,2025,39618,9418.0,466.0,20.0,14.0,23.77202281791105,Rendah
BOJONGLOA KALER,2016,119551,34931.0,1168.0,0.0,12.0,29.218492526202205,Tinggi
GEDEBAGE,2021,42659,12344.0,513.0,34.0,7.0,28.936449518272816,Tinggi
GEDEBAGE,2020,42103,10697.0,536.0,0.0,7.0,25.40674061230791,Sedang
CICENDO,2023,92802,22985.0,4325.0,39.0,28.0,24.767785177043596,Sedang
PANYILEUKAN,2024,43566,10385.0,640.0,27.0,8.0,23.83739613460038,Rendah
KIARACONDONG,2019,135455,34136.0,1489.0,14.0,16.0,25.200989258425306,Sedang
UJUNG BERUNG,2017,79851,23654.0,1543.0,0.0,6.0,29.62267222702283,Tinggi
COBLONG,2024,123044,27031.0,2840.0,61.0,22.0,21.96856409089431,Rendah
PANYILEUKAN,2019,38665,10254.0,663.0,8.0,8.0,26.520108625371787,Sedang
CICENDO,2024,97133,22531.0,3998.0,41.0,26.0,23.19603018541587,Rendah
CIBEUNYING KIDUL,2015,107208,31910.0,491.0,0.0,14.0,29.764569808223268,Tinggi
KIARACONDONG,2022,127526,36325.0,967.0,32.0,18.0,28.4843874974515,Tinggi
REGOL,2017,78208,21603.0,2768.0,0.0,23.0,27.622493862520457,Tinggi
CINAMBO,2023,27169,7244.0,321.0,19.0,1.0,26.662740623504728,Sedang
BANDUNG WETAN,2023,29747,7144.0,1326.0,23.0,18.0,24.01586714626685,Sedang
ANDIR,2020,96720,26584.0,2219.0,0.0,21.0,27.485525227460712,Tinggi
SUKASARI,2023,77576,20849.0,1820.0,47.0,23.0,26.87558007631226,Sedang
SUKAJADI,2025,99982,27028.0,2645.0,40.0,20.0,27.032865915864857,Tinggi
GEDEBAGE,2017,39153,11278.0,1061.0,0.0,6.0,28.80494470410952,Tinggi
SUMUR BANDUNG,2018,33831,7882.0,1258.0,1.0,15.0,23.29815849368922,Rendah
UJUNG BERUNG,2022,93449,25536.0,3291.0,40.0,7.0,27.326135111130135,Tinggi
CIDADAP,2017,50508,13629.0,731.0,2.0,13.0,26.98384414350202,Sedang
ANTAPANI,2017,76437,18414.0,2543.0,0.0,13.0,24.0904274108089,Sedang
PANYILEUKAN,2019,38933,10968.0,603.0,8.0,9.0,28.171474070839647,Tinggi
REGOL,2025,80408,17744.0,1421.0,39.0,22.0,22.0674559745299,Rendah
MANDALAJATI,2016,65294,17003.0,1794.0,0.0,14.0,26.040677550770365,Sedang
BATUNUNGGAL,2022,116341,32963.0,1538.0,37.0,14.0,28.33308979637445,Tinggi
ANTAPANI,2019,77916,18475.0,1934.0,8.0,13.0,23.711432825093688,Rendah
CINAMBO,2015,24272,6805.0,1185.0,0.0,1.0,28.036420566908372,Tinggi
ANTAPANI,2020,82383,20046.0,1527.0,0.0,14.0,24.332689996722625,Sedang
MANDALAJATI,2021,72563,22640.0,1217.0,36.0,14.0,31.200474070807438,Tinggi
BABAKAN CIPARAY,2019,137736,41090.0,3330.0,12.0,20.0,29.83243306034733,Tinggi
SUKAJADI,2022,100601,29187.0,3787.0,26.0,23.0,29.01263406924384,Tinggi
ANDIR,2023,103564,24367.0,3159.0,36.0,26.0,23.528446178208647,Rendah
CIBEUNYING KIDUL,2023,117593,29337.0,3221.0,53.0,14.0,24.94791356628371,Sedang
SUMUR BANDUNG,2016,33592,7212.0,1458.0,0.0,15.0,21.469397475589428,Rendah
KIARACONDONG,2024,130392,35342.0,2989.0,50.0,16.0,27.10442358426897,Tinggi
BOJONGLOA KIDUL,2024,91529,25647.0,766.0,26.0,15.0,28.020627342153855,Tinggi
CINAMBO,2016,23137,6746.0,1166.0,0.0,1.0,29.15676189652937,Tinggi
BUAHBATU,2018,100378,24282.0,3178.0,5.0,12.0,24.190559684392994,Sedang
UJUNG BERUNG,2020,90134,23654.0,1574.0,0.0,8.0,26.243149089133954,Sedang
UJUNG BERUNG,2019,88038,25239.0,1751.0,13.0,6.0,28.668302323996457,Tinggi
ASTANAANYAR,2017,70448,18872.0,2862.0,2.0,14.0,26.788553259141494,Sedang
REGOL,2025,79795,19689.0,1302.0,39.0,22.0,24.674478350773857,Sedang
COBLONG,2016,108825,31181.0,3440.0,0.0,21.0,28.65242361589708,Tinggi
CIDADAP,2017,54384,14044.0,750.0,2.0,14.0,25.823771697558108,Sedang
ASTANAANYAR,2018,75847,19136.0,3094.0,5.0,16.0,25.22973881630124,Sedang
BABAKAN CIPARAY,2020,133165,37395.0,3771.0,0.0,20.0,28.08170315022716,Tinggi
SUKAJADI,2025,109291,26550.0,2822.0,42.0,20.0,24.292942694274917,Sedang
GEDEBAGE,2020,39147,12104.0,563.0,0.0,6.0,30.919355250721637,Tinggi
BANDUNG KULON,2015,132832,40516.0,0.0,0.0,29.0,30.50168634064081,Tinggi
CIBEUNYING KALER,2022,71532,18239.0,2536.0,35.0,9.0,25.497679360286305,Sedang
CIDADAP,2020,53430,14094.0,1034.0,0.0,14.0,26.37843907916901,Sedang
BANDUNG KULON,2016,129469,39417.0,62.0,0.0,26.0,30.445125860244538,Tinggi
CINAMBO,2022,26221,7128.0,806.0,14.0,3.0,27.184317913123067,Tinggi
CINAMBO,2023,26346,7684.0,334.0,21.0,2.0,29.165717756016097,Tinggi
CIBEUNYING KALER,2018,66687,16990.0,1402.0,7.0,9.0,25.47722944501927,Sedang
BANDUNG WETAN,2015,26877,6534.0,1264.0,0.0,15.0,24.3107489675187,Sedang
CINAMBO,2024,25513,7576.0,160.0,20.0,2.0,29.69466546466507,Tinggi
SUMUR BANDUNG,2020,36883,8065.0,682.0,0.0,13.0,21.86644253450099,Rendah
BOJONGLOA KALER,2020,118865,32727.0,1287.0,0.0,11.0,27.53291549236529,Tinggi
KIARACONDONG,2019,130824,36208.0,1539.0,17.0,14.0,27.676878860147987,Tinggi
BUAHBATU,2021,107028,26129.0,2268.0,41.0,14.0,24.413237657435438,Sedang
ANTAPANI,2023,78186,19586.0,1479.0,42.0,16.0,25.050520553551785,Sedang
ARCAMANIK,2019,75866,20319.0,2754.0,12.0,19.0,26.78274853030343,Sedang
ANTAPANI,2018,79280,18374.0,1963.0,0.0,14.0,23.17608476286579,Rendah
COBLONG,2019,109716,28646.0,3505.0,17.0,22.0,26.109227459987604,Sedang
KIARACONDONG,2023,134803,39323.0,1825.0,47.0,15.0,29.170715785257006,Tinggi
BOJONGLOA KIDUL,2024,90656,24182.0,834.0,27.0,14.0,26.674461701376632,Sedang
ARCAMANIK,2015,69330,17287.0,3251.0,0.0,15.0,24.934371844800232,Sedang
CIBEUNYING KIDUL,2025,112249,26969.0,3572.0,67.0,16.0,24.026049229837238,Sedang
MANDALAJATI,2017,69373,17907.0,1500.0,0.0,13.0,25.81263603995791,Sedang
REGOL,2017,78579,21323.0,2390.0,0.0,21.0,27.135748736939895,Tinggi
CICENDO,2016,89575,22524.0,5000.0,0.0,26.0,25.145408875244208,Sedang
CIBIRU,2024,77597,20989.0,818.0,49.0,14.0,27.048726110545513,Tinggi
CIBEUNYING KALER,2019,66775,15911.0,1655.0,11.0,9.0,23.827779857731187,Rendah
